item_id	tag
10988	[1180168]
10989	[1229821]
10990	[4537]
10991	[4537]
10992	[4483]
10993	[4483]
10994	[4537]
10995	[4483]
10996	[4483]
10997	[4483]
10998	[106546]
10999	[4537]
11000	[581514]
11001	[4537]
11002	[4483]
11003	[4537]
11004	[4537]
11005	[4483]
11006	[4483]
11007	[4483]
11008	[447913]
11009	[4483]
11010	[4483]
11011	[4483]
11012	[4537]
11013	[4537]
11014	[4537]
11015	[581514]
11016	[4483]
11017	[4483]
11018	[4483]
11019	[4537]
11020	[4537]
11021	[4537]
11022	[4537]
11023	[4483]
11024	[4483]
11025	[4538]
11026	[581514]
11027	[4483]
11028	[581514]
11029	[4537]
11030	[95987]
11031	[4537]
11032	[4483]
11033	[4537]
11034	[522484]
11035	[4483]
11036	[4537]
11037	[4483]
11038	[650659]
11039	[4537]
11040	[4537]
11041	[581514]
11042	[4537]
11043	[106546]
11044	[4483]
11045	[4537]
11046	[1180168]
11047	[4483]
11048	[581514]
11049	[581514]
11050	[4483]
11051	[1070524]
11052	[4483]
11053	[4483]
11054	[4483]
11055	[529295]
11056	[127175]
11057	[127175]
11058	[1180168]
11059	[4483]
11060	[4483]
11061	[4537]
11062	[4536]
11063	[4483]
11064	[4537]
11065	[581514]
11066	[4537]
11067	[581514]
11068	[1070524]
11069	[4483]
11070	[4483]
11071	[4483]
11072	[4537]
11073	[447913]
11074	[4537]
11075	[4537]
11076	[4483]
11077	[4483]
11078	[4537]
11079	[4483]
11080	[4483]
11081	[4537]
11082	[4537]
11083	[127175]
11084	[4483]
11085	[4537]
11086	[4537]
11087	[4537]
11088	[4536]
11089	[4483]
11090	[4483]
11091	[1180168]
11092	[4483]
11093	[4537]
11094	[581514]
11095	[4537]
11096	[4537]
11097	[127175]
11098	[127175]
11099	[106546]
11100	[4537]
11101	[4537]
11102	[529295]
11103	[581514]
11104	[4537]
11105	[4537]
11106	[4537]
11107	[1229817]
11108	[95987]
11109	[4483]
11110	[447913]
11111	[4537]
11112	[4537]
11113	[522484]
11114	[4483]
11115	[4483]
11116	[4537]
11117	[4537]
11118	[4537]
11119	[4483]
11120	[4483]
11121	[4537]
11122	[581514]
11123	[4537]
11124	[4537]
11125	[4483]
11126	[581514]
11127	[4537]
11128	[4538]
11129	[4537]
11130	[581514]
11131	[4536]
11132	[4483]
11133	[4537]
11134	[4483]
11135	[581514]
11136	[4537]
11137	[4483]
11138	[1070524]
11139	[4483]
11140	[522484]
11141	[4537]
11142	[4537]
11143	[4537]
11144	[4483]
11145	[4483]
11146	[106546]
11147	[4537]
11148	[4537]
11149	[4537]
11150	[4537]
11151	[581514]
11152	[1180168]
11153	[529295]
11154	[4537]
11155	[95987]
11156	[4483]
11157	[4537]
11158	[4537]
11159	[4537]
11160	[4537]
11161	[4537]
11162	[4483]
11163	[529295]
11164	[4483]
11165	[127175]
11166	[4483]
11167	[127175]
11168	[4483]
11169	[4537]
11170	[4483]
11171	[4483]
11172	[4483]
11173	[529295]
11174	[4483]
11175	[581514]
11176	[581514]
11177	[4483]
11178	[4483]
11179	[4536]
11180	[106546]
11181	[4537]
11182	[4483]
11183	[4483]
11184	[4538]
11185	[4537]
11186	[581514]
11187	[4483]
11188	[4483]
11189	[95987]
11190	[4483]
11191	[1070524]
11192	[4537]
11193	[95987]
11194	[581514]
11195	[4537]
11196	[4537]
11197	[581514]
11198	[4483]
11199	[4483]
11200	[650659]
11201	[4537]
11202	[4537]
11203	[4537]
11204	[4537]
11205	[529295]
11206	[4483]
11207	[1180168]
11208	[650659]
11209	[4483]
11210	[4483]
11211	[4483]
11212	[581514]
11213	[95987]
11214	[4483]
11215	[4537]
11216	[4537]
11217	[95987]
11218	[4483]
11219	[4537]
11220	[4537]
11221	[127175]
11222	[1180168]
11223	[4537]
11224	[581514]
11225	[4483]
11226	[581514]
11227	[581514]
11228	[4537]
11229	[529295]
11230	[106546]
11231	[4537]
11232	[4537]
11233	[4537]
11234	[4483]
11235	[4483]
11236	[4537]
11237	[4483]
11238	[4537]
11239	[581514]
11240	[581514]
11241	[4537]
11242	[3304195]
11243	[581514]
11244	[4483]
11245	[95987]
11246	[4537]
11247	[95987]
11248	[4483]
11249	[581514]
11250	[4537]
11251	[1180168]
11252	[4537]
11253	[4483]
11254	[4537]
11255	[581514]
11256	[4483]
11257	[4537]
11258	[1085065]
11259	[4483]
11260	[4537]
11261	[4483]
11262	[4483]
11263	[4537]
11264	[529295]
11265	[4483]
11266	[4538]
11267	[1225174]
11268	[4538]
11269	[4483]
11270	[4537]
11271	[106546]
11272	[4537]
11273	[4536]
11274	[4537]
11275	[4537]
11276	[4537]
11277	[4483]
11278	[4537]
11279	[4537]
11280	[4483]
11281	[4483]
11282	[4483]
11283	[4536]
11284	[4537]
11285	[4483]
11286	[4483]
11287	[4483]
11288	[4483]
11289	[529295]
11290	[581514]
11291	[4483]
11292	[4483]
11293	[4536]
11294	[4483]
11295	[4537]
11296	[4483]
11297	[529295]
11298	[4537]
11299	[1070524]
11300	[106546]
11301	[4537]
11302	[4537]
11303	[4483]
11304	[95987]
11305	[106546]
11306	[1229817]
11307	[4537]
11308	[4483]
11309	[4483]
11310	[4483]
11311	[95987]
11312	[4483]
11313	[4537]
11314	[4537]
11315	[4537]
11316	[581514]
11317	[4537]
11318	[4483]
11319	[4483]
11320	[4483]
11321	[4483]
11322	[4483]
11323	[4483]
11324	[4537]
11325	[4483]
11326	[4537]
11327	[4537]
11328	[4537]
11329	[127175]
11330	[4483]
11331	[529295]
11332	[4483]
11333	[95987]
11334	[4537]
11335	[650659]
11336	[4483]
11337	[95987]
11338	[4483]
11339	[106546]
11340	[4483]
11341	[4537]
11342	[4537]
11343	[4537]
11344	[4483]
11345	[106546]
11346	[581514]
11347	[4537]
11348	[4483]
11349	[4483]
11350	[4483]
11351	[4537]
11352	[4483]
11353	[4537]
11354	[1180168]
11355	[4483]
11356	[4537]
11357	[4537]
11358	[4483]
11359	[106546]
11360	[95987]
11361	[4537]
11362	[95987]
11363	[4483]
11364	[4483]
11365	[4483]
11366	[4483]
11367	[1180168]
11368	[4483]
11369	[529295]
11370	[4537]
11371	[4537]
11372	[522484]
11373	[4537]
11374	[650659]
11375	[1180168]
11376	[4483]
11377	[4483]
11378	[106546]
11379	[4537]
11380	[522484]
11381	[4483]
11382	[106546]
11383	[4537]
11384	[4537]
11385	[4537]
11386	[4483]
11387	[4483]
11388	[529295]
11389	[4483]
11390	[581514]
11391	[1180168]
11392	[4537]
11393	[4537]
11394	[4537]
11395	[4537]
11396	[4537]
11397	[581514]
11398	[581514]
11399	[4537]
11400	[1229821]
11401	[4483]
11402	[4483]
11403	[4483]
11404	[4483]
11405	[4483]
11406	[95987]
11407	[95987]
11408	[4537]
11409	[1070524]
11410	[581514]
11411	[4483]
11412	[4483]
11413	[95987]
11414	[95987]
11415	[4537]
11416	[95987]
11417	[4536]
11418	[4483]
11419	[4483]
11420	[4537]
11421	[529295]
11422	[4483]
11423	[4537]
11424	[1070524]
11425	[4536]
11426	[529295]
11427	[4537]
11428	[522484]
11429	[4483]
11430	[4537]
11431	[4537]
11432	[4483]
11433	[4537]
11434	[650659]
11435	[4537]
11436	[4538]
11437	[4483]
11438	[4537]
11439	[4537]
11440	[4483]
11441	[106546]
11442	[4537]
11443	[4483]
11444	[4483]
11445	[4537]
11446	[4483]
11447	[4483]
11448	[4537]
11449	[529295]
11450	[4483]
11451	[4483]
11452	[522484]
11453	[4537]
11454	[4537]
11455	[4537]
11456	[127175]
11457	[4538]
11458	[4537]
11459	[106546]
11460	[4483]
11461	[581514]
11462	[95987]
11463	[4537]
11464	[1180168]
11465	[4483]
11466	[581514]
11467	[4537]
11468	[581514]
11469	[4537]
11470	[4537]
11471	[4537]
11472	[581514]
11473	[4537]
11474	[4483]
11475	[4537]
11476	[4483]
11477	[4483]
11478	[4537]
11479	[4537]
11480	[4483]
11481	[581514]
11482	[4537]
11483	[4537]
11484	[1229821]
11485	[95987]
11486	[4536]
11487	[4483]
11488	[4537]
11489	[4483]
11490	[4483]
11491	[4537]
11492	[95987]
11493	[1070524]
11494	[4483]
11495	[4538]
11496	[4537]
11497	[529295]
11498	[1070524]
11499	[4537]
11500	[581514]
11501	[4483]
11502	[581514]
11503	[4483]
11504	[4537]
11505	[4537]
11506	[4538]
11507	[4483]
11508	[4537]
11509	[127175]
11510	[1180168]
11511	[4483]
11512	[4537]
11513	[4537]
11514	[4483]
11515	[106546]
11516	[4483]
11517	[4538]
11518	[4537]
11519	[4483]
11520	[4537]
11521	[4483]
11522	[1180168]
11523	[4537]
11524	[106546]
11525	[4483]
11526	[106546]
11527	[95987]
11528	[4483]
11529	[4537]
11530	[4483]
11531	[4537]
11532	[4483]
11533	[4483]
11534	[650659]
11535	[4483]
11536	[581514]
11537	[106546]
11538	[1180168]
11539	[4537]
11540	[4537]
11541	[522484]
11542	[4483]
11543	[1180168]
11544	[4537]
11545	[95987]
11546	[4483]
11547	[4537]
11548	[581514]
11549	[4483]
11550	[529295]
11551	[4537]
11552	[127175]
11553	[4483]
11554	[4483]
11555	[4537]
11556	[4537]
11557	[4483]
11558	[4537]
11559	[4536]
11560	[106546]
11561	[95987]
11562	[4483]
11563	[4537]
11564	[95987]
11565	[4483]
11566	[581514]
11567	[4537]
11568	[4538]
11569	[4483]
11570	[95987]
11571	[581514]
11572	[4537]
11573	[650659]
11574	[106546]
11575	[127175]
11576	[529295]
11577	[581514]
11578	[581514]
11579	[581514]
11580	[4537]
11581	[4483]
11582	[4537]
11583	[4483]
11584	[95987]
11585	[1229821]
11586	[4483]
11587	[4483]
11588	[4537]
11589	[581514]
11590	[4537]
11591	[581514]
11592	[529295]
11593	[4483]
11594	[4483]
11595	[4537]
11596	[4537]
11597	[4537]
11598	[4537]
11599	[4537]
11600	[4537]
11601	[95987]
11602	[127175]
11603	[4483]
11604	[127175]
11605	[4538]
11606	[4537]
11607	[4537]
11608	[4537]
11609	[4536]
11610	[4537]
11611	[4537]
11612	[1229821]
11613	[4483]
11614	[95987]
11615	[4483]
11616	[4537]
11617	[4483]
11618	[4537]
11619	[4537]
11620	[4483]
11621	[4537]
11622	[4483]
11623	[1180168]
11624	[4483]
11625	[4483]
11626	[1229821]
11627	[4537]
11628	[4483]
11629	[581514]
11630	[4483]
11631	[529295]
11632	[4483]
11633	[581514]
11634	[4537]
11635	[1229821]
11636	[4537]
11637	[4483]
11638	[4483]
11639	[4537]
11640	[95987]
11641	[4483]
11642	[4483]
11643	[4537]
11644	[95987]
11645	[4537]
11646	[4538]
11647	[4483]
11648	[4483]
11649	[581514]
11650	[447913]
11651	[4537]
11652	[4537]
11653	[106546]
11654	[4537]
11655	[4537]
11656	[581514]
11657	[4483]
11658	[581514]
11659	[4483]
11660	[581514]
11661	[4483]
11662	[581514]
11663	[4537]
11664	[4536]
11665	[4483]
11666	[4537]
11667	[1070524]
11668	[4483]
11669	[4537]
11670	[4537]
11671	[4537]
11672	[4537]
11673	[1229817]
11674	[529295]
11675	[4483]
11676	[127175]
11677	[4483]
11678	[447913]
11679	[4483]
11680	[1070524]
11681	[4537]
11682	[4538]
11683	[4537]
11684	[4483]
11685	[4537]
11686	[1070524]
11687	[4537]
11688	[106546]
11689	[4483]
11690	[4537]
11691	[4483]
11692	[4483]
11693	[4537]
11694	[4483]
11695	[4483]
11696	[4537]
11697	[106546]
11698	[4483]
11699	[4537]
11700	[4483]
11701	[447913]
11702	[1229821]
11703	[4537]
11704	[4483]
11705	[127175]
11706	[4537]
11707	[4537]
11708	[4483]
11709	[4537]
11710	[4537]
11711	[4537]
11712	[4483]
11713	[4483]
11714	[581514]
11715	[1229821]
11716	[4537]
11717	[4537]
11718	[4538]
11719	[4483]
11720	[581514]
11721	[529295]
11722	[4483]
11723	[4537]
11724	[4537]
11725	[1180168]
11726	[95987]
11727	[4483]
11728	[4537]
11729	[529295]
11730	[4537]
11731	[4538]
11732	[4483]
11733	[581514]
11734	[4537]
11735	[447913]
11736	[522484]
11737	[4537]
11738	[4483]
11739	[4537]
11740	[4537]
11741	[581514]
11742	[447913]
11743	[4537]
11744	[4483]
11745	[4483]
11746	[4483]
11747	[4483]
11748	[4483]
11749	[4483]
11750	[4483]
11751	[4537]
11752	[4537]
11753	[4483]
11754	[127175]
11755	[529295]
11756	[4537]
11757	[529295]
11758	[95987]
11759	[4537]
11760	[4537]
11761	[4483]
11762	[4537]
11763	[4483]
11764	[4483]
11765	[581514]
11766	[127175]
11767	[4537]
11768	[4537]
11769	[529295]
11770	[4483]
11771	[581514]
11772	[4483]
11773	[4537]
11774	[106546]
11775	[581514]
11776	[4537]
11777	[4537]
11778	[4483]
11779	[4483]
11780	[95987]
11781	[4537]
11782	[4483]
11783	[581514]
11784	[4483]
11785	[650659]
11786	[529295]
11787	[4537]
11788	[4537]
11789	[4483]
11790	[106546]
11791	[4537]
11792	[106546]
11793	[4483]
11794	[106546]
11795	[581514]
11796	[4537]
11797	[127175]
11798	[95987]
11799	[4483]
11800	[4483]
11801	[127175]
11802	[1085065]
11803	[95987]
11804	[4537]
11805	[95987]
11806	[1070524]
11807	[4483]
11808	[4537]
11809	[4483]
11810	[4483]
11811	[4537]
11812	[4483]
11813	[4483]
11814	[4537]
11815	[4537]
11816	[4537]
11817	[4537]
11818	[4537]
11819	[4536]
11820	[4483]
11821	[4536]
11822	[4537]
11823	[4537]
11824	[4537]
11825	[1070524]
11826	[4537]
11827	[4537]
11828	[106546]
11829	[4483]
11830	[529295]
11831	[4483]
11832	[4537]
11833	[4483]
11834	[522484]
11835	[95987]
11836	[4483]
11837	[4483]
11838	[1070524]
11839	[4537]
11840	[4537]
11841	[4483]
11842	[4538]
11843	[4483]
11844	[4537]
11845	[4483]
11846	[4483]
11847	[95987]
11848	[4537]
11849	[4537]
11850	[4483]
11851	[4483]
11852	[4483]
11853	[4537]
11854	[4537]
11855	[4537]
11856	[127175]
11857	[4537]
11858	[529295]
11859	[4483]
11860	[4537]
11861	[95987]
11862	[4483]
11863	[4537]
11864	[4483]
11865	[650659]
11866	[4537]
11867	[4537]
11868	[4537]
11869	[581514]
11870	[4483]
11871	[4537]
11872	[4483]
11873	[4483]
11874	[4537]
11875	[4537]
11876	[4537]
11877	[4538]
11878	[4537]
11879	[581514]
11880	[4537]
11881	[4537]
11882	[4483]
11883	[4483]
11884	[4537]
11885	[4538]
11886	[4538]
11887	[4537]
11888	[4483]
11889	[4483]
11890	[1085065]
11891	[4483]
11892	[4483]
11893	[4483]
11894	[4537]
11895	[581514]
11896	[529295]
11897	[4537]
11898	[127175]
11899	[529295]
11900	[4483]
11901	[4483]
11902	[4537]
11903	[4537]
11904	[529295]
11905	[581514]
11906	[4537]
11907	[4483]
11908	[95987]
11909	[650659]
11910	[4483]
11911	[4537]
11912	[4483]
11913	[4536]
11914	[127175]
11915	[4483]
11916	[4537]
11917	[4537]
11918	[4483]
11919	[4483]
11920	[4483]
11921	[1180168]
11922	[4537]
11923	[4537]
11924	[4537]
11925	[1229821]
11926	[127175]
11927	[4483]
11928	[4483]
11929	[4537]
11930	[4537]
11931	[4483]
11932	[127175]
11933	[4537]
11934	[4537]
11935	[4483]
11936	[95987]
11937	[4483]
11938	[4483]
11939	[4537]
11940	[4483]
11941	[4537]
11942	[529295]
11943	[581514]
11944	[4538]
11945	[4483]
11946	[4537]
11947	[95987]
11948	[4537]
11949	[4537]
11950	[4537]
11951	[4483]
11952	[95987]
11953	[4483]
11954	[4537]
11955	[4537]
11956	[529295]
11957	[4537]
11958	[127175]
11959	[529295]
11960	[581514]
11961	[4483]
11962	[4483]
11963	[4483]
11964	[4483]
11965	[127175]
11966	[4537]
11967	[581514]
11968	[4537]
11969	[4483]
11970	[4537]
11971	[4537]
11972	[4483]
11973	[581514]
11974	[1180168]
11975	[4483]
11976	[4537]
11977	[4483]
11978	[4483]
11979	[4537]
11980	[4483]
11981	[581514]
11982	[4537]
11983	[1085065]
11984	[4537]
11985	[4483]
11986	[4537]
11987	[4537]
11988	[4483]
11989	[4483]
11990	[4538]
11991	[4537]
11992	[4483]
11993	[581514]
11994	[522484]
11995	[4483]
11996	[4537]
11997	[4537]
11998	[4537]
11999	[4537]
12000	[95987]
12001	[4537]
12002	[4483]
12003	[4537]
12004	[4537]
12005	[4537]
12006	[4537]
12007	[4483]
12008	[4483]
12009	[529295]
12010	[106546]
12011	[581514]
12012	[4537]
12013	[4483]
12014	[4537]
12015	[4483]
12016	[581514]
12017	[581514]
12018	[4483]
12019	[4483]
12020	[4537]
12021	[581514]
12022	[4483]
12023	[4483]
12024	[106546]
12025	[4483]
12026	[4537]
12027	[4538]
12028	[4483]
12029	[4483]
12030	[4483]
12031	[4483]
12032	[95987]
12033	[581514]
12034	[95987]
12035	[1070524]
12036	[522484]
12037	[4537]
12038	[4483]
12039	[522484]
12040	[95987]
12041	[4483]
12042	[4537]
12043	[4537]
12044	[4483]
12045	[4537]
12046	[4537]
12047	[4483]
12048	[4483]
12049	[581514]
12050	[650659]
12051	[4537]
12052	[4538]
12053	[529295]
12054	[95987]
12055	[4483]
12056	[4538]
12057	[4537]
12058	[4537]
12059	[4537]
12060	[4483]
12061	[4537]
12062	[4537]
12063	[4483]
12064	[4483]
12065	[4483]
12066	[581514]
12067	[4483]
12068	[4483]
12069	[1229817]
12070	[4483]
12071	[4537]
12072	[4536]
12073	[4538]
12074	[522484]
12075	[4483]
12076	[4483]
12077	[1180168]
12078	[1229821]
12079	[581514]
12080	[1070524]
12081	[4537]
12082	[4537]
12083	[4537]
12084	[4483]
12085	[4537]
12086	[1180168]
12087	[4483]
12088	[529295]
12089	[4483]
12090	[4537]
12091	[4537]
12092	[95987]
12093	[127175]
12094	[4538]
12095	[4483]
12096	[4483]
12097	[4483]
12098	[4536]
12099	[1085065]
12100	[4537]
12101	[4537]
12102	[1229821]
12103	[4537]
12104	[4537]
12105	[4537]
12106	[4537]
12107	[4537]
12108	[4537]
12109	[650659]
12110	[4483]
12111	[4537]
12112	[4483]
12113	[106546]
12114	[4483]
12115	[4537]
12116	[529295]
12117	[4483]
12118	[95987]
12119	[4537]
12120	[4483]
12121	[4537]
12122	[4483]
12123	[4483]
12124	[4537]
12125	[4538]
12126	[4537]
12127	[4483]
12128	[4538]
12129	[4537]
12130	[4537]
12131	[4538]
12132	[4537]
12133	[4483]
12134	[1229817]
12135	[4483]
12136	[4537]
12137	[1180168]
12138	[4483]
12139	[4537]
12140	[4537]
12141	[4537]
12142	[4537]
12143	[4537]
12144	[4537]
12145	[127175]
12146	[4483]
12147	[4483]
12148	[4537]
12149	[4483]
12150	[4537]
12151	[4537]
12152	[4537]
12153	[4483]
12154	[4537]
12155	[4483]
12156	[4537]
12157	[529295]
12158	[4537]
12159	[95987]
12160	[95987]
12161	[1070524]
12162	[4483]
12163	[127175]
12164	[4537]
12165	[4537]
12166	[4483]
12167	[4537]
12168	[4483]
12169	[4483]
12170	[4537]
12171	[4483]
12172	[4483]
12173	[1085065]
12174	[4537]
12175	[4483]
12176	[4483]
12177	[4483]
12178	[95987]
12179	[4483]
12180	[4538]
12181	[4483]
12182	[1180168]
12183	[4483]
12184	[127175]
12185	[4483]
12186	[1071165]
12187	[4483]
12188	[4537]
12189	[127175]
12190	[4483]
12191	[4537]
12192	[4483]
12193	[4537]
12194	[127175]
12195	[4537]
12196	[4537]
12197	[4537]
12198	[4483]
12199	[581514]
12200	[4537]
12201	[4537]
12202	[581514]
12203	[4537]
12204	[4483]
12205	[4483]
12206	[1229817]
12207	[4537]
12208	[4537]
12209	[4537]
12210	[4483]
12211	[4483]
12212	[529295]
12213	[4483]
12214	[4483]
12215	[529295]
12216	[4483]
12217	[4537]
12218	[529295]
12219	[4483]
12220	[4483]
12221	[4483]
12222	[4537]
12223	[106546]
12224	[95987]
12225	[1229821]
12226	[581514]
12227	[4483]
12228	[4537]
12229	[1070524]
12230	[4537]
12231	[4483]
12232	[4537]
12233	[1229821]
12234	[95987]
12235	[4537]
12236	[4537]
12237	[4537]
12238	[4537]
12239	[4483]
12240	[106546]
12241	[4537]
12242	[95987]
12243	[4537]
12244	[4537]
12245	[4483]
12246	[4483]
12247	[581514]
12248	[4483]
12249	[4537]
12250	[4537]
12251	[4483]
12252	[4537]
12253	[4483]
12254	[4483]
12255	[4537]
12256	[529295]
12257	[4537]
12258	[4537]
12259	[4483]
12260	[4483]
12261	[95987]
12262	[4537]
12263	[529295]
12264	[4483]
12265	[4483]
12266	[581514]
12267	[581514]
12268	[4537]
12269	[4537]
12270	[4537]
12271	[581514]
12272	[581514]
12273	[4537]
12274	[95987]
12275	[4537]
12276	[95987]
12277	[581514]
12278	[4483]
12279	[4537]
12280	[581514]
12281	[1229821]
12282	[4483]
12283	[95987]
12284	[529295]
12285	[581514]
12286	[4483]
12287	[4483]
12288	[4483]
12289	[4537]
12290	[127175]
12291	[581514]
12292	[4537]
12293	[95987]
12294	[106546]
12295	[4483]
12296	[4483]
12297	[4483]
12298	[4537]
12299	[4537]
12300	[4483]
12301	[4483]
12302	[529295]
12303	[127175]
12304	[4483]
12305	[4537]
12306	[4537]
12307	[4483]
12308	[95987]
12309	[4536]
12310	[4537]
12311	[4537]
12312	[127175]
12313	[4483]
12314	[4483]
12315	[1070524]
12316	[4537]
12317	[1225174]
12318	[4537]
12319	[4483]
12320	[4537]
12321	[4483]
12322	[4537]
12323	[4483]
12324	[4483]
12325	[4537]
12326	[4483]
12327	[4483]
12328	[4483]
